check_date,complete_date,loc,major,status,type,visa,waiting_days
2014-05-21,2014-06-24,GuangZhou,Materials Science and Eng,Clear,New,F1,34
2014-05-21,2014-05-28,ShangHai,EE,Clear,Renewal,F1,7
2014-05-21,2014-06-18,Europe,executive engineering,Clear,New,J1,28
2014-05-21,2014-06-17,ShangHai,Software engineering,Clear,New,F1,27
2014-05-21,2014-06-09,BeiJing,EE,Clear,New,F1,19
2014-05-22,2014-06-15,ShangHai,Mechanics,Clear,New,F1,24
2014-05-22,2014-06-19,ShangHai,chemistry,Clear,New,F1,28
2014-05-22,2014-06-13,BeiJing,EE,Clear,New,F1,22
2014-05-22,2014-06-03,ShangHai,accounting,Clear,New,B2,12
2014-05-22,2014-06-11,BeiJing,CS,Clear,New,J1,20
2014-05-22,2014-06-16,GuangZhou,Environmental science,Clear,Renewal,F1,25
2014-05-23,2014-06-18,HongKong,IE,Clear,New,F1,26
2014-05-23,2014-07-18,BeiJing,Mechanical Engineering,Clear,Renewal,F1,56
2014-05-23,2014-06-13,GuangZhou,epidemiology,Clear,New,F1,21
2014-05-23,2014-06-17,ShangHai,Physics,Clear,New,F1,25
2014-05-23,2014-06-18,BeiJing,pharmaceutical,Clear,New,F1,26
2014-05-23,2014-06-13,BeiJing,Polymer Materials and Eng,Clear,New,F1,21
2014-05-23,2014-05-27,GuangZhou,computer science,Clear,Renewal,F1,4
2014-05-23,2014-05-29,GuangZhou,Computer Science,Clear,Renewal,F1,6
2014-05-23,2014-06-12,HongKong,ECE,Clear,New,B1,20
2014-05-25,2014-08-03,ShangHai,Computer Science,Clear,New,J1,70
2014-05-27,0000-00-00,Toronto,Electronics,Pending,Renewal,H1,1712
2014-05-27,2014-08-15,ShangHai,Aerospace Engineering,Clear,New,F1,80
2014-05-27,2014-06-25,BeiJing,ECE,Clear,New,F1,29
2014-05-27,2014-06-24,ShangHai,EE,Clear,New,F1,28
2014-05-27,2014-06-25,BeiJing,cell biology,Clear,New,J1,29
2014-05-27,2014-06-17,BeiJing,CS,Clear,New,J1,21
2014-05-27,2014-06-10,BeiJing,Epidemiology,Clear,Renewal,F1,14
2014-05-27,2014-07-07,BeiJing,Aerospace Engineering,Reject,New,F1,41
2014-05-27,2014-06-12,BeiJing,Electrical Engineering,Clear,New,H1,16
2014-05-27,2014-06-17,BeiJing,ECE,Clear,Renewal,F1,21
2014-05-27,2014-06-17,BeiJing,Physics,Clear,New,J1,21
2014-05-27,0000-00-00,ShenYang,Robotics,Pending,New,F1,1712
2014-05-27,2014-06-17,BeiJing,ME,Clear,New,L2,21
2014-05-27,2014-05-28,BeiJing,Phamaceutics,Clear,New,F1,1
2014-05-28,2014-06-26,ShangHai,Physics,Clear,Renewal,F1,29
2014-05-28,2014-08-11,BeiJing,chem,Clear,New,F1,75
2014-05-28,2014-08-12,BeiJing,EE,Clear,New,F1,76
2014-05-28,0000-00-00,BeiJing,EE,Pending,New,F1,1711
2014-05-28,2014-06-25,BeiJing,CS (research in GIS),Clear,Renewal,F1,28
2014-05-28,2014-06-20,ShangHai,CS,Clear,New,F1,23
2014-05-28,2014-06-20,ShangHai,CS,Clear,New,F1,23
2014-05-28,2014-05-30,ShangHai,Industrial Engineering,Clear,New,F1,2
2014-05-28,2014-06-17,BeiJing,Chemical engineering,Clear,New,F1,20
2014-05-28,2014-06-23,ShangHai,BioE to CS,Clear,New,F1,26
2014-05-28,0000-00-00,ShangHai,ME,Pending,New,H1,1711
2014-05-28,2014-06-13,BeiJing,N/A,Clear,New,L1,16
2014-05-28,2014-06-20,ShangHai,CS,Clear,New,F1,23
2014-05-28,2014-06-28,ShangHai,Computer Science,Clear,New,J1,31
2014-05-28,2014-07-07,BeiJing,Mathematics,Clear,Renewal,F1,40
2014-05-28,2014-08-07,BeiJing,MSE,Clear,New,F1,71
2014-05-28,2014-06-17,ChengDu,Medicine,Clear,Renewal,H1,20
2014-05-29,2014-08-13,BeiJing,Chemical Engineering,Clear,New,F1,76
2014-05-29,2014-08-28,ShangHai,Electrical Engineering,Clear,New,J1,91
2014-05-29,2014-08-12,GuangZhou,ECE,Clear,New,F1,75
2014-05-29,2014-07-07,BeiJing,IE,Clear,New,F1,39
2014-05-29,2014-07-22,BeiJing,Biology,Clear,New,J1,54
2014-05-29,2014-07-21,ChengDu,biochemistry,Clear,Renewal,F1,53
2014-05-29,2014-08-12,BeiJing,ME,Clear,New,F1,75
2014-05-29,2014-07-22,BeiJing,Materials Science and Eng,Clear,Renewal,F1,54
2014-05-29,0000-00-00,BeiJing,EE,Pending,New,F1,1710
2014-05-29,2014-06-20,BeiJing,Physics,Clear,Renewal,F1,22
2014-05-29,0000-00-00,BeiJing,N/A,Pending,New,F1,1710
2014-05-29,2014-06-24,BeiJing,Material Science,Clear,New,B2,26
2014-05-29,2014-06-23,ShangHai,biomedcine science,Clear,New,F1,25
2014-05-29,2014-06-12,ShangHai,EE,Clear,Renewal,H1,14
2014-05-29,2014-06-03,BeiJing,Materials Sci Engi,Clear,New,B2,5
2014-05-29,2014-06-17,BeiJing,Chemistry,Clear,Renewal,F1,19
2014-05-29,2014-06-19,ShangHai,Molecular and cell biolog,Clear,Renewal,F1,21
2014-05-29,2014-06-18,HongKong,science in computing,Clear,New,J1,20
2014-05-29,2014-06-24,ShangHai,computer science,Clear,New,F1,26
2014-05-29,2014-06-23,ShangHai,Plant Biology,Clear,New,J1,25
2014-05-29,0000-00-00,ShangHai,EE,Pending,New,F1,1710
2014-05-29,2014-08-12,BeiJing,Computer Science,Clear,New,F1,75
2014-05-29,2013-11-19,BeiJing,Hospitality,Clear,New,J1,-191
2014-05-30,0000-00-00,GuangZhou,Biological Science,Pending,New,F1,1709
2014-05-30,2014-07-11,ShangHai,biomedicine,Clear,New,F1,42
2014-05-30,2014-07-31,Montreal ,N/A,Clear,New,H4,62
2014-05-30,2014-08-08,GuangZhou,CIS,Clear,New,H1,70
2014-05-30,2014-07-02,BeiJing,EE,Clear,New,F2,33
2014-05-30,2014-06-25,BeiJing,CS,Clear,New,F1,26
2014-05-30,0000-00-00,BeiJing,cs,Pending,New,F1,1709
2014-05-30,2014-07-02,Montreal ,Mathematics,Clear,New,H1,33
2014-05-30,2014-06-23,BeiJing,Bio &amp; Agri Eng,Clear,New,F1,24
2014-04-01,2014-04-15,Vancouver,chemistry,Clear,Renewal,B2,14
2014-04-01,2014-04-23,Others,Chemistry,Clear,New,F1,22
2014-04-01,0000-00-00,ShangHai,N/A,Pending,New,H1,1768
2014-04-01,0000-00-00,ShangHai,Bioengineering,Pending,New,B1,1768
2014-04-03,2014-04-15,GuangZhou,N/A,Clear,Renewal,H1,12
2014-04-03,0000-00-00,BeiJing,dsafa,Pending,New,F1,1766
2014-04-03,2014-05-05,BeiJing,cs,Clear,New,B1,32
2014-04-04,2014-04-19,BeiJing,EE/CS,Clear,New,H1,15
2014-04-04,2014-05-08,BeiJing,N/A,Clear,New,J1,34
2014-04-04,2014-05-02,BeiJing,CS,Clear,New,B1,28
2014-04-04,2014-05-05,BeiJing,Chemical Engineering,Clear,New,F1,31
2014-04-07,2014-04-16,Ottawa,Chemical Engineering,Clear,New,B2,9
2014-04-07,2014-05-28,Toronto,ChE,Clear,New,H1,51
2014-04-08,2014-04-16,ShenYang,N/A,Clear,New,B2,8
2014-04-08,2014-05-13,ShangHai,EE,Clear,New,J1,35
2014-04-08,0000-00-00,Quebec,ME,Pending,New,H1,1761
2014-04-08,2014-05-27,BeiJing,MSE,Clear,New,J1,49
2014-04-08,2014-04-25,BeiJing,biomedical science,Clear,New,H1,17
2014-04-08,2014-04-28,GuangZhou,ME,Clear,Renewal,F1,20
2014-04-09,0000-00-00,BeiJing,civil engineering,Pending,New,H1,1760
2014-04-09,2014-04-21,BeiJing,Medicine,Clear,New,B1,12
2014-04-10,2014-09-17,Europe,"PhD in CS, supercomputing",Clear,New,H1,160
2014-04-10,0000-00-00,Europe,N/A,Pending,New,B1,1759
2014-04-11,2014-04-25,BeiJing,EE,Clear,Renewal,F1,14
2014-04-11,2014-04-28,Europe,Photovoltaics,Clear,Renewal,B1,17
2014-04-14,2014-04-25,BeiJing,Pharmacutical Enginering,Clear,New,B2,11
2014-04-14,2014-05-23,Toronto,N/A,Clear,New,H1,39
2014-04-14,2014-04-25,BeiJing,IC,Clear,New,B1,11
2014-04-14,2014-04-22,BeiJing,EE,Clear,New,B2,8
2014-04-15,2014-06-09,BeiJing,ME,Reject,New,F1,55
2014-04-15,2014-04-25,ShangHai,Chemistry,Clear,New,B1,10
2014-04-15,0000-00-00,ShangHai,chemistry,Pending,New,B1,1754
2014-04-15,2014-05-08,ShangHai,EE,Clear,New,H1,23
2014-04-15,2014-05-09,BeiJing,Chemical,Clear,New,B2,24
2014-04-15,2014-05-04,GuangZhou,Chemistry,Clear,New,J2,19
2014-04-15,2014-04-24,BeiJing,Biology,Clear,New,J1,9
2014-04-15,2014-05-02,ShangHai,EE,Clear,Renewal,F1,17
2014-04-16,2014-06-10,ShenYang,ECE,Clear,New,F1,55
2014-04-16,2014-05-06,ShangHai,N/A,Clear,New,B1,20
2014-04-17,2014-06-03,Toronto,CS,Clear,New,J1,47
2014-04-17,2014-05-15,BeiJing,EE,Clear,Renewal,F1,28
2014-04-17,2014-05-13,BeiJing,ME,Clear,New,H4,26
2014-04-17,0000-00-00,BeiJing,CS,Pending,New,B1,1752
2014-04-17,0000-00-00,BeiJing,Architecture,Pending,Renewal,F1,1752
2014-04-17,2014-05-13,ChengDu,EE,Clear,New,B1,26
2014-04-17,2014-05-13,GuangZhou,EE,Clear,New,F1,26
2014-04-17,0000-00-00,BeiJing,EE,Pending,New,B1,1752
2014-04-17,2014-05-02,BeiJing,OCEAN Engineering,Clear,New,F1,15
2014-04-18,0000-00-00,BeiJing,Chemistry,Pending,New,B2,1751
2014-04-18,0000-00-00,BeiJing,N/A,Pending,New,B1,1751
2014-04-18,2014-06-09,BeiJing,Fluid Dynamics,Reject,New,J1,52
2014-04-18,2014-05-13,BeiJing,CS,Clear,New,J1,25
2014-04-18,2014-06-25,BeiJing,corrosion,Clear,New,B2,68
2014-04-18,2014-05-19,BeiJing,ECE,Clear,New,F1,31
2014-04-18,2014-05-02,BeiJing,EE,Clear,New,F1,14
2014-04-18,2014-04-21,BeiJing,EE,Clear,New,H1,3
2014-04-21,2014-04-30,ShangHai,CS,Clear,New,B2,9
2014-04-21,2014-05-14,BeiJing,CS,Clear,Renewal,J1,23
2014-04-21,2014-05-06,BeiJing,neuroscience,Clear,New,H1,15
2014-04-21,2014-05-07,BeiJing,EE,Clear,Renewal,H1,16
2014-04-21,2014-05-22,ShangHai,Biology,Clear,Renewal,H1,31
2014-04-22,2014-05-09,Others,CS,Clear,New,B1,17
2014-04-23,2014-05-27,BeiJing,MBA,Clear,New,F1,34
2014-04-23,2014-04-28,ShangHai,N/A,Clear,New,F1,5
2014-04-23,0000-00-00,ShangHai,N/A,Pending,New,B2,1746
2014-04-23,2014-05-12,ShangHai,Pharmacy,Clear,New,B1,19
2014-04-24,0000-00-00,ShangHai,optical engineering,Pending,New,J1,1745
2014-04-24,2014-05-09,BeiJing,Immunology,Clear,New,F1,15
2014-04-24,2014-05-12,BeiJing,CS,Clear,New,F1,18
2014-04-24,2014-05-30,Toronto,ME,Clear,New,H1,36
2014-04-24,2014-05-13,ShangHai,Physics,Clear,Renewal,H1,19
2014-04-25,0000-00-00,BeiJing,Chemistry,Pending,New,F1,1744
2014-04-25,2014-05-12,BeiJing,Polymer ,Clear,New,B1,17
2014-04-25,2014-05-19,BeiJing,Bio,Clear,New,H1,24
2014-04-25,2014-06-19,BeiJing,fluid dynamics,Reject,New,F1,55
2014-04-28,2014-05-08,HongKong,Physics/Biophysics,Clear,Renewal,F1,10
2014-04-28,2014-05-25,ShangHai,Nuclear Engineering,Clear,New,F1,27
2014-04-28,2014-05-13,ShangHai,EE,Clear,New,B1,15
2014-04-28,2014-06-02,Toronto,EE,Clear,Renewal,F1,35
2014-04-28,2014-05-13,ShangHai,EE,Clear,Renewal,F1,15
2014-04-28,2014-05-13,ShangHai,EE,Clear,New,H1,15
2014-04-28,2014-05-23,ShangHai,Biology,Clear,Renewal,F1,25
2014-04-28,0000-00-00,BeiJing,NA,Pending,New,B2,1741
2014-04-28,2014-05-19,BeiJing,Biology,Clear,Renewal,J1,21
2014-04-28,0000-00-00,ShangHai,GIS,Pending,Renewal,F1,1741
2014-04-28,2014-05-30,BeiJing,Industrial Engineering,Clear,Renewal,F1,32
2014-04-29,2014-05-13,BeiJing,Chemistry,Clear,New,F1,14
2014-04-29,0000-00-00,BeiJing,NA,Pending,New,H1,1740
2014-04-29,2014-05-19,BeiJing,Physics,Clear,Renewal,F1,20
2014-04-30,2014-05-22,GuangZhou,Immunology,Clear,New,J1,22
2014-04-30,0000-00-00,BeiJing,EE,Pending,New,J1,1739
2014-04-30,2014-05-22,BeiJing,CS,Clear,New,F1,22
2014-04-30,2014-05-27,HongKong,EIE,Clear,New,J1,27
2014-04-30,2014-05-22,BeiJing,CS,Clear,New,B2,22
2014-04-30,0000-00-00,BeiJing,EE,Pending,New,B2,1739
2014-10-01,0000-00-00,Others,Computer Science Engineer,Pending,New,H1,1585
2014-10-02,2014-11-13,Tijuana,Computer Science,Clear,Renewal,F1,42
2014-10-06,2014-11-18,ShangHai,CS,Clear,New,J1,43
2014-10-06,2014-11-14,BeiJing,CS,Clear,New,F2,39
2014-10-06,0000-00-00,BeiJing,CS,Pending,New,H1,1580
2014-10-06,2014-11-13,BeiJing,CS,Clear,New,H1,38
2014-10-06,2014-11-14,BeiJing,Biophysics,Clear,New,H1,39
2014-10-06,2014-11-14,ShangHai,material science,Clear,New,F1,39
2014-10-06,2014-11-14,BeiJing,N/A,Clear,New,J2,39
2014-10-06,2014-11-13,ShangHai,N/A,Clear,New,B1,38
2014-10-06,2014-11-17,ShenYang,Material Science,Clear,New,J1,42
2014-10-06,2014-11-14,BeiJing,Physics,Clear,New,J1,39
2014-10-06,0000-00-00,Others,Aerospace Engieering,Pending,New,H1,1580
2014-10-06,2014-11-21,BeiJing,Biology,Clear,New,J1,46
2014-10-06,2014-11-14,BeiJing,physics,Clear,New,J1,39
2014-10-06,2014-10-07,ShangHai,Physics,Clear,New,J1,1
2014-10-06,2014-11-18,BeiJing,biology,Clear,New,B1,43
2014-10-06,2014-11-17,GuangZhou,Biochemistry,Clear,Renewal,H1,42
2014-10-06,2014-11-14,ShangHai,Immunology,Clear,New,J1,39
2014-10-06,0000-00-00,GuangZhou,EE,Pending,Renewal,F1,1580
2014-10-06,2014-11-14,Europe,immunology,Clear,Renewal,J1,39
2014-10-06,2014-11-14,BeiJing,N/A,Clear,New,J1,39
2014-10-06,2014-11-13,Europe,Biomedical Sciences,Clear,Renewal,F1,38
2014-10-06,2014-11-17,HongKong,EEE,Clear,New,F2,42
2014-10-06,2014-11-14,BeiJing,Genetics,Clear,New,J1,39
2014-10-06,2014-11-25,Europe,Physics,Clear,Renewal,F1,50
2014-10-07,2014-11-21,Others,Biology/Immunology,Clear,New,J1,45
2014-10-07,2014-11-18,GuangZhou,Optics,Clear,New,J1,42
2014-10-07,2014-11-21,Europe,Chemical Engineering,Clear,New,B1,45
2014-10-07,2014-11-19,Vancouver,Chemistry,Clear,New,H1,43
2014-10-07,2014-11-14,ShangHai,EE,Clear,New,B1,38
2014-10-07,0000-00-00,BeiJing,Communication,Pending,New,B1,1579
2014-10-07,2014-11-13,Others,Microbiology,Clear,New,J1,37
2014-10-07,2014-11-14,ShangHai,optical engineering,Clear,New,J1,38
2014-10-07,2014-11-12,BeiJing,EE,Clear,New,J1,36
2014-10-07,2014-11-14,ShangHai,physics,Clear,New,H1,38
2014-10-07,0000-00-00,BeiJing,EE,Pending,New,F1,1579
2014-10-07,2014-11-14,ChengDu,biochemistry and molecula,Clear,New,J1,38
2014-10-07,2014-11-14,ShangHai,Biology,Clear,Renewal,F1,38
2014-10-07,2014-11-19,Mumbai,Materials Engineering,Clear,Renewal,H1,43
2014-10-07,2014-11-14,ShangHai,Food Science,Clear,Renewal,F1,38
2014-10-08,2014-11-14,ShangHai,Pediatric Cardiology,Clear,New,J1,37
2014-10-08,2014-11-13,ChengDu,EE,Clear,New,H1,36
2014-10-08,2014-11-13,BeiJing,chemistry,Clear,New,H1,36
2014-10-08,0000-00-00,ShangHai,metabolic engineering,Pending,New,J1,1578
2014-10-08,2014-11-14,BeiJing,ocean engineering,Clear,New,J1,37
2014-10-08,2014-11-14,ShangHai,chemical engineering,Clear,New,J1,37
2014-10-08,2015-02-06,Europe,EE,Clear,New,B1,121
2014-10-08,2014-11-14,BeiJing,laser optics,Clear,New,J1,37
2014-10-08,2014-12-02,Others,Computer Science,Clear,Renewal,H4,55
2014-10-08,2014-11-14,BeiJing,CS,Clear,New,J1,37
2014-10-08,0000-00-00,BeiJing,N/A,Pending,New,J1,1578
2014-10-08,2014-11-15,ShangHai,N/A,Clear,Renewal,H1,38
2014-10-09,2014-12-15,Vancouver,CS,Clear,New,H1,67
2014-10-09,2014-11-13,BeiJing,Chemical Engineering,Clear,Renewal,F1,35
2014-10-09,2014-11-14,BeiJing,N/A,Clear,New,J1,36
2014-10-09,2014-11-14,BeiJing,Biostatistics,Clear,New,J1,36
2014-10-09,2014-11-13,BeiJing,Chemistry,Clear,New,B1,35
2014-10-09,2014-11-13,ShangHai,EE,Clear,New,H1,35
2014-10-09,2014-10-22,BeiJing,English,Clear,New,B1,13
2014-10-09,2014-11-14,Toronto,Chemical Engineering,Clear,New,H1,36
2014-10-09,2014-11-14,BeiJing,N/A,Clear,New,J1,36
2014-10-10,2014-11-18,BeiJing,Biomedical Engineering,Clear,New,J1,39
2014-10-10,0000-00-00,GuangZhou,N/A,Pending,New,L1,1576
2014-10-10,2014-11-18,BeiJing,Medicine,Clear,New,J1,39
2014-10-10,2014-11-13,BeiJing,biology,Clear,New,J1,34
2014-10-10,0000-00-00,ShangHai,computerized accounting,Pending,New,B2,1576
2014-10-10,2014-11-13,BeiJing,magnetic bearing,Clear,New,J1,34
2014-10-10,2014-11-14,ShangHai,pharmacy,Clear,Renewal,H1,35
2014-10-14,2014-11-13,BeiJing,moleular biology,Clear,New,J1,30
2014-10-14,0000-00-00,BeiJing,N/A,Pending,Renewal,H1,1572
2014-10-14,2014-11-13,ShangHai,Geographical Sciences,Clear,Renewal,F1,30
2014-10-14,2014-11-12,ShangHai,Biology,Clear,New,J1,29
2014-10-14,2014-11-14,BeiJing,Chemistry,Clear,New,J1,31
2014-10-14,2014-12-19,Others,Mechanical/Environmental ,Clear,New,J1,66
2014-10-14,0000-00-00,ShangHai,N/A,Pending,Renewal,B2,1572
2014-10-14,2014-11-18,Chennai,Mechanical Engineering,Clear,New,H1,35
2014-10-14,2014-11-13,ShangHai,Material,Clear,New,J1,30
2014-10-14,0000-00-00,GuangZhou,EE,Pending,New,H1,1572
2014-10-14,0000-00-00,BeiJing,N/A,Pending,New,J1,1572
2014-10-14,0000-00-00,ShangHai,N/A,Pending,New,B1,1572
2014-10-14,2014-11-13,ChengDu,Physics,Clear,New,B1,30
2014-10-14,2014-11-13,BeiJing,biomedicine,Clear,New,J1,30
2014-10-14,2014-11-19,Europe,N/A,Clear,Renewal,F1,36
2014-10-14,2014-11-13,BeiJing,EE,Clear,New,H1,30
2014-10-14,2014-11-13,BeiJing,Geophysics,Clear,Renewal,H1,30
2014-10-14,2014-10-20,ShangHai,ME,Clear,Renewal,F1,6
2014-10-14,0000-00-00,BeiJing,Mechanical Engineering,Pending,New,H1,1572
2014-10-15,2014-11-13,ChengDu,ME,Clear,New,H1,29
2014-10-15,2014-11-14,ShangHai,EE,Clear,New,B1,30
2014-10-15,2014-11-14,BeiJing,Computer Science,Clear,New,F1,30
2014-10-15,0000-00-00,ShangHai,N/A,Pending,New,F1,1571
2014-10-16,0000-00-00,GuangZhou,N/A,Pending,Renewal,B1,1570
2014-10-16,2014-11-12,HongKong,Wind Power,Clear,New,F1,27
2014-10-16,2014-11-14,ShangHai,Optical Engineering,Clear,New,B1,29
2014-10-16,2014-11-12,ShangHai,Physics,Clear,New,J1,27
2014-10-17,2014-12-19,Others,Nuclear Engineering,Clear,New,H1,63
2014-10-17,2014-12-19,Others,Biochemistry,Clear,New,H4,63
2014-10-17,2014-11-18,ShangHai,ME,Clear,Renewal,F1,32
2014-10-17,0000-00-00,GuangZhou,N/A,Pending,New,J2,1569
2014-10-17,2014-11-14,BeiJing,chemistry,Clear,New,B1,28
2014-10-17,2014-11-17,ShangHai,N/A,Clear,New,J1,31
2014-10-17,0000-00-00,ShangHai,Physics,Pending,New,B1,1569
2014-10-17,2014-11-13,BeiJing,Biomedical Sciences,Clear,Renewal,F1,27
2014-10-17,2014-11-14,ShangHai,microbio,Clear,New,J1,28
2014-10-17,2014-10-20,Chennai,Computer Science,Clear,Renewal,H1,3
2014-10-17,2014-11-14,ShangHai,Nuclear Engineering,Clear,New,J1,28
2014-10-17,2014-10-17,GuangZhou,chemistry,Clear,New,J1,0
2014-10-17,2014-11-21,ShangHai,N/a,Clear,New,B2,35
2014-10-18,0000-00-00,ShangHai,Drug Design ,Pending,New,J1,1568
2014-10-20,2014-11-14,BeiJing,N/A,Clear,New,J1,25
2014-10-20,2014-11-14,BeiJing,N/A,Clear,New,J2,25
2014-10-20,2014-11-13,BeiJing,N/A,Clear,New,H1,24
2014-10-20,0000-00-00,BeiJing,computer science,Pending,New,H1,1566
2014-10-20,2014-11-14,BeiJing,Organic Chemistry,Clear,New,J1,25
2014-10-20,2014-11-25,BeiJing,Aerospace Engineering,Clear,New,B1,36
2014-10-20,2014-11-13,BeiJing,Virology,Clear,New,J1,24
2014-10-20,2014-11-14,ShangHai,Biology,Clear,New,J1,25
2014-10-20,2014-11-14,BeiJing,Physics,Clear,New,J1,25
2014-10-21,2014-11-13,ShangHai,neuroscience,Clear,New,J1,23
2014-10-21,2014-11-13,BeiJing,ME,Clear,Renewal,F1,23
2014-10-21,2014-11-28,ShangHai,Computer Science,Clear,New,J1,38
2014-10-21,0000-00-00,BeiJing,Chemical Biology,Pending,New,J1,1565
2014-10-21,0000-00-00,ShangHai,ME,Pending,New,B1,1565
2014-10-21,2014-11-13,ShangHai,Optical Engineering,Clear,New,J1,23
2014-10-21,2014-11-13,ShangHai,Biotechnology,Clear,New,J1,23
2014-10-21,2014-11-14,ShangHai,Biophysics,Clear,Renewal,H1,24
2014-10-21,2014-11-26,Others,N/A,Clear,Renewal,H1,36
2014-10-21,2014-11-14,ShangHai,materials science,Clear,New,J1,24
2014-10-21,2014-11-13,GuangZhou,Chemistry,Clear,New,H1,23
2014-10-21,2014-11-14,BeiJing,Physics,Clear,New,J1,24
2014-10-21,2014-11-14,ShangHai,Neuroscience,Clear,New,J1,24
2014-10-21,0000-00-00,GuangZhou,Environmental chemistry,Pending,New,J1,1565
2014-10-21,2014-11-13,Europe,Computer Science,Clear,Renewal,H1,23
2014-10-22,2014-11-14,BeiJing,N/A,Clear,New,J1,23
2014-10-22,2014-11-13,BeiJing,Computer Science,Clear,New,L1,22
2014-10-22,2014-11-17,Mumbai,biotechnology,Clear,Renewal,H4,26
2014-10-22,2015-04-10,BeiJing,fluid dynamics,Reject,New,J1,170
2014-10-22,0000-00-00,ShangHai,biology,Pending,New,J1,1564
2014-10-22,2014-10-31,ShangHai,Chemcial Engineering,Clear,Renewal,F1,9
2014-10-22,2014-11-14,GuangZhou,EE,Clear,Renewal,L1,23
2014-10-23,0000-00-00,BeiJing,N/A,Pending,New,J1,1563
2014-10-23,2014-11-17,ShenYang,ME,Clear,New,J1,25
2014-10-23,2014-12-03,Mumbai,Biochemistry,Clear,New,J1,41
2014-10-23,0000-00-00,ShangHai,Materials Science,Pending,New,J1,1563
2014-10-23,2014-11-14,BeiJing,EE,Clear,New,L1,22
2014-10-23,2014-11-12,Mumbai,Biomedical engineering,Clear,New,H1,20
2014-10-24,2014-11-14,BeiJing,Computer Science,Clear,Renewal,H1,21
2014-10-24,2014-11-14,BeiJing,Physics,Clear,New,J1,21
2014-10-24,0000-00-00,BeiJing,EE,Pending,New,H1,1562
2014-10-27,2014-12-01,BeiJing,chemistry,Clear,New,F2,35
2014-10-27,2014-11-14,BeiJing,N/A,Clear,New,B1,18
2014-10-27,2014-11-20,BeiJing,N/A,Clear,New,B1,24
2014-10-27,0000-00-00,BeiJing,CS,Pending,Renewal,B1,1559
2014-10-27,2014-11-13,BeiJing,N/A,Clear,New,H1,17
2014-10-28,2014-11-17,ShangHai,Computer Science,Clear,New,H1,20
2014-10-28,2014-11-14,BeiJing,Genetics,Clear,New,J1,17
2014-10-28,2015-01-13,BeiJing,Aerospace Engineering,Reject,New,B1,77
2014-10-28,2014-11-27,BeiJing,Biology,Clear,Renewal,H1,30
2014-10-28,2014-11-13,BeiJing,Biology,Clear,Renewal,H1,16
2014-10-28,2014-11-05,ShenYang,N/A,Clear,New,H4,8
2014-10-29,0000-00-00,BeiJing,N/A,Pending,New,B2,1557
2014-10-29,0000-00-00,Ottawa,biometrics,Pending,New,H1,1557
2014-10-29,2014-11-13,ChengDu,Molecular biology ,Clear,New,H1,15
2014-10-29,2014-11-13,ChengDu,Pharmaceutical,Clear,New,H1,15
2014-10-29,2014-10-30,ShangHai,Applied Chemistry,Clear,New,J1,1
2014-10-30,2014-12-01,BeiJing,Geographical Information ,Clear,New,B1,32
2014-10-30,2014-11-24,ShangHai,Biomedical Engineering,Clear,New,F1,25
2014-10-30,2014-11-19,BeiJing,EE,Clear,New,F1,20
2014-10-30,0000-00-00,BeiJing,ME,Pending,New,J1,1556
2014-10-30,2014-11-28,ShangHai,CS,Clear,Renewal,F1,29
2014-10-30,2014-11-24,ShangHai,Medicinal Chemistry,Clear,New,J1,25
2014-10-30,0000-00-00,Europe,Math,Pending,New,H1,1556
2014-10-30,2014-11-07,Others,economics,Clear,New,B2,8
2014-10-30,2014-11-14,GuangZhou,Physics,Clear,Renewal,F1,15
2014-10-30,0000-00-00,ShangHai,Computer Engineering,Pending,New,F1,1556
2014-10-30,2014-12-03,BeiJing,N/A,Clear,New,B1,34
2014-10-31,2015-08-12,BeiJing,N/A,Reject,New,H1,285
2014-10-31,0000-00-00,BeiJing,CS,Pending,New,B2,1555
2014-10-31,2014-11-19,BeiJing,Immunology,Clear,New,J1,19
2014-10-31,2014-11-23,GuangZhou,Chemistry,Clear,New,J1,23
2014-10-31,2014-11-25,BeiJing,N/A,Clear,New,B2,25
2014-10-31,2014-11-26,ChengDu,Material science,Clear,New,B1,26
2014-10-31,2014-11-19,BeiJing,physics,Clear,New,J1,19
2014-10-31,2014-11-19,GuangZhou,N/A,Clear,New,J1,19
2016-01-04,0000-00-00,ShangHai,Physcis,Pending,New,B1,1125
2016-01-04,2016-01-26,ShenYang,polymer ,Clear,Renewal,F1,22
2016-01-04,2016-01-27,ShenYang,polymer chemistry,Clear,Renewal,F1,23
2016-01-04,2016-01-28,BeiJing,CS,Clear,New,H1,24
2016-01-04,2016-01-26,ShangHai,Chemical Engineering,Clear,Renewal,F1,22
2016-01-04,2016-01-26,GuangZhou,CS,Clear,New,F1,22
2016-01-04,2016-01-26,BeiJing,Biomedical Engineering,Clear,New,J1,22
2016-01-04,2016-01-27,GuangZhou,cell biology,Clear,Renewal,F1,23
2016-01-04,2016-02-23,BeiJing,microelectronics and soli,Clear,New,B2,50
2016-01-04,2016-01-29,GuangZhou,computer,Clear,New,B1,25
2016-01-04,2016-01-22,ShangHai,biomedical engineering,Clear,New,F1,18
2016-01-04,2016-01-25,BeiJing,SE,Clear,Renewal,H1,21
2016-01-04,2016-01-25,ShangHai,mba,Clear,Renewal,B2,21
2016-01-04,0000-00-00,BeiJing,Chemical Engineering,Pending,New,B1,1125
